APN,FORMATTED_ADDRESS,COMMUNITY,ABOVEGROUNDAREA,BELOWGROUNDAREA,PARCEL_AREA_SQFT,YEARBUILT,BATHROOMS,BEDROOMS,NUM_STORIES,FIREPLACES,CONSTRUCTIONTYPE,Assessed Value,Sale Price,Recommend Sale
5.02824E+11,3515 Zenith Ave S,CALHOUN-ISLE,1752,1512,16790,1950,3,2,1,2,Wood Frame,1265000,925000,Not Sell
1.10292E+12,2011 3RD St NE,NORTHEAST,1752,876,6280,1900,3,4,2.5,0,Wood Frame,334000,365000,Sell
3.02824E+11,3515 Pillsbury Ave,POWDERHORN,1752,768,4200,1907,4,3,1.7,2,Wood Frame,427000,490000,Sell
3.20292E+12,2753 Ewing Ave S,CALHOUN-ISLE,1753,873,6400,1929,2,3,2,1,Wood Frame,574000,460000,Not Sell
5.02924E+11,4212 Queen Ave N,CAMDEN,1755,895,8621,1935,2,4,2,1,Wood Frame,321500,273000,Not Sell
3.02824E+11,3512 1ST Ave S,POWDERHORN,1755,773,5275,1908,3,5,2.5,0,Wood Frame,327500,420000,Sell
1.00282E+12,4512 Garfield Ave,SOUTHWEST,1756,930,5146,1926,1,3,1.5,1,Wood Frame,314500,330000,Sell
8.02824E+11,4400 Thomas Ave S,SOUTHWEST,1756,936,5980,1902,2,3,1.7,0,Wood Frame,566500,546809,Not Sell
1.80282E+12,5309 41ST Ave S,NOKOMIS,1756,1304,6400,1911,2,4,1.5,1,Wood Frame,315000,349900,Sell
9.02924E+11,3501 Girard Ave N,CAMDEN,1757,1261,5018,1923,1,3,1.5,1,Wood Frame,209000,192060,Not Sell
1.00282E+12,3852 5TH Ave S,POWDERHORN,1757,766,5240,1909,1,3,2.5,0,Wood Frame,279000,298671,Sell
2.10292E+12,625 Morgan Ave N,NEAR NORTH,1757,1036,5334,1906,2,4,1.7,0,Wood Frame,160500,85000,Not Sell
4.02924E+11,3650 Colfax Ave N,CAMDEN,1759,694,5041,1900,1,3,1.7,0,Wood Frame,146500,174900,Sell
8.02823E+11,4736 Folwell Dr,LONGFELLOW,1760,1320,13000,1965,2,2,1,2,Wood Frame,448500,340000,Not Sell
1.10292E+12,2401 University Ave NE,NORTHEAST,1760,880,4784,1900,2,2,2,0,Wood Frame,156000,409500,Sell
2.70292E+12,1201 Yale Pl #309,CENTRAL,1760,,104030,1981,2,2,1,0,Concrete,392000,420000,Sell
3.00292E+12,122 Arthur Ave,UNIVERSITY,1760,880,8704,1912,2,3,1.7,1,Wood Frame,332000,399000,Sell
1.70282E+12,5339 Hiawatha Ln,NOKOMIS,1760,1158,6750,1929,3,4,1.5,0,Wood Frame,343000,378000,Sell
2.00292E+12,282 Washburn Ave N,CALHOUN-ISLE,1760,916,7040,1950,3,5,1.2,1,Wood Frame,510000,550000,Sell
3.30292E+12,2537 Bryant Ave S,CALHOUN-ISLE,1760,780,5158,1902,4,5,2.5,0,Wood Frame,431500,425000,Not Sell
2.30292E+12,100 2ND St NE #A240,UNIVERSITY,1762,,38014,2002,2,2,1,1,Reinforced Concrete,556500,659000,Sell
2.10292E+12,290 Market St #901,NEAR NORTH,1764,,44450,1905,2,1,1,0,Concrete,655500,750000,Sell
2.70292E+12,201 11TH St S #1530,CENTRAL,1764,,20240,2007,2,2,1,0,Reinforced Concrete,747500,770000,Sell
2.70292E+12,201 11TH St S #1630,CENTRAL,1764,,20240,2007,2,2,1,0,Reinforced Concrete,754000,845000,Sell
2.70292E+12,201 11TH St S #1730,CENTRAL,1764,,20240,2007,2,2,1,0,Reinforced Concrete,761500,850000,Sell
1.40282E+12,5336 10TH Ave S,NOKOMIS,1764,1176,5362,1930,2,4,1.5,1,Wood Frame,423500,470000,Sell
2.02924E+11,3619 Van Buren St,NORTHEAST,1765,898,5160,1907,1,4,1.7,1,Wood Frame,288000,243750,Not Sell
3.30292E+12,2812 Fremont Ave S,CALHOUN-ISLE,1766,467,5782,1900,1,2,2,0,Wood Frame,377000,365000,Not Sell
1.60282E+12,4900 Bryant Ave S,SOUTHWEST,1768,936,5400,1926,1,3,2,1,Wood Frame,553500,426500,Not Sell
5.02924E+11,4027 Penn Ave N,CAMDEN,1768,1040,5204,1914,2,3,1.5,0,Wood Frame,194500,245100,Sell
1.00282E+12,4214 Garfield Ave,SOUTHWEST,1768,956,5760,1915,2,3,2,1,Wood Frame,453500,544350,Sell
1.11182E+12,4917 Penn Ave N,CAMDEN,1768,884,6280,1956,2,4,2,0,Wood Frame,152000,213640,Sell
3.40292E+12,2640 Harriet Ave,POWDERHORN,1768,884,5787,1904,2,5,2,0,Wood Frame,329000,400000,Sell
3.02824E+11,3216 3RD Ave S,POWDERHORN,1768,884,5873,2018,3,3,2,0,Wood Frame,400000,375000,Not Sell
8.02824E+11,4049 York Ave S,SOUTHWEST,1768,1768,7888,1953,3,3,1,2,Wood Frame,620000,650000,Sell
1.20292E+12,2255 Cleveland St,NORTHEAST,1768,822,5160,1937,3,4,1.2,2,Wood Frame,340500,361900,Sell
2.70292E+12,1225 Lasalle Ave #907,CENTRAL,1771,,50680,1978,2,3,1,0,Concrete,274500,280330,Not Sell
2.70292E+12,1225 Lasalle Ave #1707,CENTRAL,1771,,50680,1978,2,3,1,0,Concrete,288500,285000,Not Sell
4.02824E+11,3240 Holmes Ave,CALHOUN-ISLE,1772,747,5450,1906,1,3,2.5,0,Wood Frame,523500,373000,Not Sell
9.02924E+11,2934 Colfax Ave N,NEAR NORTH,1772,1092,5056,1906,2,5,1.5,0,Wood Frame,129000,21911,Not Sell
1.21182E+12,1301 50TH Ave N,CAMDEN,1772,984,5376,2005,3,3,2,1,Wood Frame,287000,234000,Not Sell
3.00292E+12,849 River Mews Ct,UNIVERSITY,1772,811,207404,2004,3,3,2,0,Wood Frame,407500,500497,Sell
1.60282E+12,4801 Irving Ave S,SOUTHWEST,1773,1773,16770,1949,3,3,1,2,Wood Frame,961500,830000,Not Sell
3.50292E+12,2548 12TH Ave S,PHILLIPS,1774,1324,5735,1923,1,3,1.5,1,Wood Frame,229500,300215,Sell
2.60292E+12,215 10TH Ave S #220,CENTRAL,1774,,89875,2006,2,2,1,0,Reinforced Concrete,534500,640000,Sell
2.60292E+12,215 10TH Ave S #318,CENTRAL,1774,,89875,2006,2,2,1,0,Reinforced Concrete,570000,620000,Sell
2.60292E+12,215 10TH Ave S #320,CENTRAL,1774,,89875,2006,2,2,1,0,Reinforced Concrete,570000,597400,Sell
2.60292E+12,215 10TH Ave S #422,CENTRAL,1774,,89875,2006,2,2,1,0,Reinforced Concrete,606000,675000,Sell
3.02924E+11,4010 Lyndale Ave N,CAMDEN,1774,974,7065,1925,2,4,1.7,1,Wood Frame,162500,179353,Sell
1.60282E+12,5301 Oliver Ave S,SOUTHWEST,1774,868,5207,1925,4,4,2,1,Wood Frame,629000,607000,Not Sell
2.80292E+12,208 Newton Ave S,CALHOUN-ISLE,1776,888,6750,1900,1,4,2.2,1,Wood Frame,445500,428650,Not Sell
1.70282E+12,3000 47TH St W,SOUTHWEST,1776,888,5670,1922,2,3,2,1,Wood Frame,598000,577000,Not Sell
3.02824E+11,206 33RD St W,POWDERHORN,1776,840,3554,1902,3,3,2.5,1,Wood Frame,356000,345000,Not Sell
2.10282E+12,5441 Irving Ave S,SOUTHWEST,1776,904,6350,1947,3,4,2,1,Wood Frame,498000,582500,Sell
2.02824E+11,3605 Columbus Ave,POWDERHORN,1777,582,5115,1911,2,4,2,1,Wood Frame,105000,138250,Sell
2.10282E+12,5429 Newton Ave S,SOUTHWEST,1777,962,6350,1948,2,4,1.2,1,Wood Frame,402000,444900,Sell
2.02824E+11,3145 Park Ave,POWDERHORN,1778,946,4734,1903,1,3,1.7,1,Wood Frame,225500,188000,Not Sell
3.20292E+12,3535 Cedar Lake Ave,CALHOUN-ISLE,1778,952,6300,1916,2,2,2,1,Wood Frame,795500,680000,Not Sell
9.02824E+11,4033 Colfax Ave S,SOUTHWEST,1778,714,5628,1913,3,3,1.7,1,Wood Frame,460000,510000,Sell
3.50292E+12,1109 21ST St E,PHILLIPS,1778,889,5968,2005,3,4,2,0,Reinforced Concrete,295500,270000,Not Sell
2.30292E+12,110 Bank St #L2401,UNIVERSITY,1779,,19363,1986,2,2,1,0,Concrete,535500,765000,Sell
9.02924E+11,3210 Aldrich Ave N,CAMDEN,1779,840,5814,2004,3,4,2,1,Wood Frame,180000,196823,Sell
1.60282E+12,4846 Lyndale Ave S,SOUTHWEST,1780,1076,7500,1912,2,4,1.5,1,Wood Frame,351000,387000,Sell
2.20282E+12,5745 Wentworth Ave,SOUTHWEST,1781,1092,7680,1936,2,4,1.5,1,Wood Frame,411000,420100,Not Sell
6.02823E+11,3420 35TH Ave S,LONGFELLOW,1781,923,5080,1923,3,5,1.2,0,Wood Frame,400000,509000,Sell
1.70282E+12,4601 Zenith Ave S,SOUTHWEST,1782,891,5265,1921,3,3,2,1,Wood Frame,597000,628250,Sell
1.70282E+12,5121 York Ave S,SOUTHWEST,1782,916,5376,1920,4,4,2,2,Wood Frame,730000,774000,Sell
2.10282E+12,5448 Dupont Ave S,SOUTHWEST,1783,864,5853,1924,3,3,2,1,Wood Frame,534000,530000,Not Sell
3.50292E+12,2929 Chicago Ave #1201,PHILLIPS,1785,,255520,1900,2,2,1,0,Reinforced Concrete,326500,362500,Sell
1.20292E+12,2251 Arthur St,NORTHEAST,1785,324,5080,1926,2,3,1.2,1,Wood Frame,364000,369000,Not Sell
1.40282E+12,5316 Chateau Pl,NOKOMIS,1786,1114,5757,1926,3,3,1.2,1,Wood Frame,499500,475000,Not Sell
2.40292E+12,616 5TH St SE #616,UNIVERSITY,1787,1041,40268,1988,3,2,2,1,Wood Frame,370500,403500,Sell
1.02824E+11,3539 26TH Ave S,POWDERHORN,1788,776,5080,1900,2,4,2,0,Wood Frame,265000,352500,Sell
6.02823E+11,3217 31ST Ave S,LONGFELLOW,1788,936,5922,1909,3,4,1.7,1,Wood Frame,392500,409949,Sell
7.02823E+11,4516 43RD Ave S,LONGFELLOW,1789,1069,5040,2012,2,3,1.7,0,Wood Frame,434000,449900,Sell
1.50292E+12,1326 Main St NE,NORTHEAST,1789,1133,10890,1954,3,4,1.5,0,Wood Frame,358000,350000,Not Sell
5.02924E+11,2212 36TH Ave N,CAMDEN,1790,818,5420,1883,2,4,1.7,0,Wood Frame,0,20000,Sell
1.40292E+12,1517 3RD St NE,NORTHEAST,1790,720,10890,1912,3,5,2.5,0,Wood Frame,426500,460000,Sell
1.60282E+12,1384 Minnehaha Pkwy W,SOUTHWEST,1792,896,10212,1912,2,3,2,1,Wood Frame,589500,684000,Sell
1.02824E+11,3212 21ST Ave S,POWDERHORN,1793,1353,6255,1919,2,3,1.2,1,Wood Frame,302500,317400,Sell
2.30282E+12,5421 10TH Ave S,NOKOMIS,1797,1002,6285,1935,2,3,1.7,2,Wood Frame,446000,500000,Sell
1.10282E+12,4500 Oakland Ave,NOKOMIS,1797,1402,4680,1933,2,4,1.2,2,Wood Frame,410000,388412,Not Sell
2.90292E+12,1017 Thomas Ave S,CALHOUN-ISLE,1798,1403,8293,1941,3,4,1.2,1,Wood Frame,506000,529500,Sell
1.40282E+12,5040 11TH Ave S,NOKOMIS,1800,951,5074,1931,2,4,1.7,1,Wood Frame,456000,476000,Sell
2.10282E+12,5644 Irving Ave S,SOUTHWEST,1800,720,5120,1949,4,3,2,0,Wood Frame,540000,558000,Sell
2.00292E+12,1210 Upton Ave N,NEAR NORTH,1801,1387,7680,1930,1,3,1.2,0,Wood Frame,240000,231500,Not Sell
1.70282E+12,4953 Thomas Ave S,SOUTHWEST,1801,933,5440,1922,2,3,2,1,Wood Frame,618000,619000,Not Sell
2.90292E+12,240 Russell Ave S,CALHOUN-ISLE,1801,1141,7680,1950,3,3,1.5,2,Wood Frame,446500,399000,Not Sell
2.20292E+12,401 2ND St N #212,CENTRAL,1802,,87512,2005,2,2,1,0,Wood Frame,518500,533001,Not Sell
2.30292E+12,901 2ND St S #307,CENTRAL,1804,,34398,2008,2,2,1,0,Reinforced Concrete,714500,775000,Sell
1.20292E+12,2101 22ND Ave NE,NORTHEAST,1804,1169,4826,1916,2,3,1.7,1,Wood Frame,337500,290903,Not Sell
2.70292E+12,1201 Yale Pl #1704,CENTRAL,1805,,104030,1981,2,2,1,0,Concrete,526500,500000,Not Sell
4.02824E+11,3032 Humboldt Ave S,CALHOUN-ISLE,1805,869,5913,1903,2,4,2.2,0,Wood Frame,505500,505213,Not Sell
2.30282E+12,5625 11TH Ave S,NOKOMIS,1806,1130,6005,1937,3,3,1.2,1,Wood Frame,409000,428300,Sell
1.10292E+12,2321 Madison St,NORTHEAST,1807,620,6200,1907,3,2,1.5,0,Wood Frame,302000,329800,Sell
3.60292E+12,2532 29TH Ave S,LONGFELLOW,1808,732,7536,1900,2,4,2,0,Wood Frame,313000,281480,Not Sell
9.02924E+11,2717 Bryant Ave N,NEAR NORTH,1808,904,5425,1904,2,5,2.2,0,Wood Frame,197000,184300,Not Sell
1.70282E+12,5043 Drew Ave S,SOUTHWEST,1808,1088,5080,1926,3,3,1.7,1,Wood Frame,585000,689000,Sell
1.00282E+12,4053 Grand Ave,SOUTHWEST,1810,1006,5250,1923,2,3,2,1,Wood Frame,466500,406000,Not Sell
1.02824E+11,3420 22ND Ave S,POWDERHORN,1810,1055,6880,1918,2,4,2,0,Wood Frame,309500,215000,Not Sell
4.02924E+11,4131 James Ave N,CAMDEN,1810,935,7956,2018,3,3,2,0,Wood Frame,250000,265000,Sell
2.70292E+12,500 Grant St E #1410,CENTRAL,1810,,49613,2004,3,3,1,1,Steel Frame,595500,675000,Sell
2.70292E+12,500 Grant St E #1710,CENTRAL,1810,,49613,2004,3,3,1,1,Steel Frame,625500,695000,Sell
2.70292E+12,500 Grant St E #1910,CENTRAL,1810,,49613,2004,3,3,1,1,Steel Frame,635000,690000,Sell
2.70292E+12,500 Grant St E #2210,CENTRAL,1810,,49613,2004,3,3,1,1,Steel Frame,639000,684900,Sell
1.50282E+12,5237 3RD Ave S,NOKOMIS,1812,918,6550,1928,2,3,1.7,1,Wood Frame,572500,595000,Sell
3.50292E+12,2519 15TH Ave S,PHILLIPS,1812,870,3698,1889,2,3,2,1,Wood Frame,191500,10735,Not Sell
3.20292E+12,2520 22ND St W,CALHOUN-ISLE,1812,1812,7725,1949,2,4,1,0,Wood Frame,412000,452500,Sell
1.30292E+12,740 Pierce St,NORTHEAST,1812,902,4875,2017,3,3,2,1,Wood Frame,429000,475000,Sell
1.40282E+12,4837 12TH Ave S,NOKOMIS,1815,945,5208,1937,2,4,2,1,Wood Frame,407000,103589,Not Sell
1.11182E+12,5239 Humboldt Ave N,CAMDEN,1815,1001,4843,2001,3,3,2,1,Wood Frame,262500,269900,Not Sell
1.21182E+12,5138 Humboldt Ave N,CAMDEN,1815,1001,4750,2003,3,3,2,1,Wood Frame,273500,241000,Not Sell
1.60292E+12,1801 Morgan Ave N,NEAR NORTH,1816,1008,7440,1916,1,3,2,1,Wood Frame,153500,175000,Sell
2.50292E+12,920 Franklin Terr,LONGFELLOW,1816,916,6500,1912,3,4,2.5,0,Wood Frame,560000,540000,Not Sell
4.02924E+11,3610 Bryant Ave N,CAMDEN,1817,960,5030,2001,2,3,2,0,Wood Frame,202000,225000,Sell
3.40292E+12,2912 Clinton Ave,PHILLIPS,1820,,5057,2002,2,6,2,0,Wood Frame,162500,195000,Sell
9.02824E+11,4200 Colfax Ave S,SOUTHWEST,1822,916,6873,1906,2,3,2.5,0,Wood Frame,477000,475000,Not Sell
1.10282E+12,4204 Park Ave,NOKOMIS,1822,624,6160,1913,2,4,2.5,0,Wood Frame,338000,340000,Not Sell
1.21182E+12,1200 50TH Ave N,CAMDEN,1822,906,5328,2018,4,4,2,0,Wood Frame,350000,365400,Sell
1.21182E+12,1215 50TH Ave N,CAMDEN,1822,906,5376,2018,4,4,2,0,Wood Frame,348000,339350,Not Sell
1.50292E+12,2336 River Pointe Cir,NEAR NORTH,1823,457,85006,2004,3,3,2,1,Wood Frame,360500,373000,Sell
1.02924E+11,2922 Polk St,NORTHEAST,1824,960,5000,1904,2,4,1.5,0,Wood Frame,297000,319712,Sell
1.80282E+12,5212 36TH Ave S,NOKOMIS,1824,624,5120,1916,3,4,1.2,0,Wood Frame,270000,344000,Sell
1.70282E+12,4608 Vincent Ave S,SOUTHWEST,1824,676,5670,1951,4,4,2,1,Wood Frame,823500,775500,Not Sell
2.10282E+12,6137 Penn Ave S,SOUTHWEST,1824,912,3883,2006,4,4,2,1,Wood Frame,378000,377500,Not Sell
3.40292E+12,2219 Pillsbury Ave #4,POWDERHORN,1826,,14850,1910,1,2,1,0,Wood Frame,252500,227500,Not Sell
2.40282E+12,5537 Woodlawn Blvd,NOKOMIS,1826,,8250,1952,2,3,1,1,Wood Frame,434500,435000,Not Sell
9.02824E+11,4440 Aldrich Ave S,SOUTHWEST,1828,984,5628,1916,1,4,2,1,Wood Frame,465000,433302,Not Sell
1.70282E+12,2919 47TH St W,SOUTHWEST,1828,790,5427,1921,4,3,2,1,Wood Frame,621000,620900,Not Sell
1.40292E+12,1132 Adams St,NORTHEAST,1830,530,5170,1900,2,3,2,0,Wood Frame,308000,250000,Not Sell
1.70282E+12,4712 Washburn Ave S,SOUTHWEST,1830,490,5670,1911,3,3,1.7,1,Wood Frame,535500,640000,Sell
3.50292E+12,2209 11TH Ave S,PHILLIPS,1832,804,5272,1986,1,3,2,0,Wood Frame,185500,250000,Sell
2.30282E+12,5817 Portland Ave,NOKOMIS,1832,1328,7139,1939,1,4,1.2,1,Wood Frame,408000,370000,Not Sell
2.20292E+12,212 1ST St N #501,CENTRAL,1832,,26690,2005,2,2,1,1,Reinforced Concrete,553000,442000,Not Sell
2.90292E+12,1936 Drew Ave S,CALHOUN-ISLE,1833,939,8867,1912,2,2,1.7,1,Wood Frame,600500,495000,Not Sell
1.50282E+12,125 52ND St W,SOUTHWEST,1833,950,6000,1925,2,3,2.5,1,Wood Frame,491000,487900,Not Sell
4.02924E+11,3700 Girard Ave N,CAMDEN,1833,624,5042,1907,3,4,2,0,Wood Frame,194500,133000,Not Sell
4.02924E+11,4007 Fremont Ave N,CAMDEN,1834,1284,6400,1926,1,4,1.2,0,Wood Frame,193000,131000,Not Sell
2.00282E+12,5407 Xerxes Ave S,SOUTHWEST,1834,528,3600,2017,4,4,2,1,Wood Frame,375000,537500,Sell
1.70292E+12,2500 Plymouth Ave,NEAR NORTH,1835,800,4811,2014,3,3,2,0,Wood Frame,235000,375000,Sell
1.50282E+12,111 Elmwood Pl E,SOUTHWEST,1836,918,12765,1909,1,4,2,1,Wood Frame,619500,595000,Not Sell
5.02924E+11,3919 Russell Ave N,CAMDEN,1836,1232,5080,1935,2,4,1.5,1,Wood Frame,211500,242500,Sell
1.60292E+12,1220 25TH Ave N,NEAR NORTH,1836,918,4000,2007,3,3,2,0,Wood Frame,179500,170000,Not Sell
1.40282E+12,4932 Park Ave,NOKOMIS,1836,1080,6000,1929,3,4,1.2,1,Wood Frame,490000,530000,Sell
2.30292E+12,100 2ND St NE #A330,UNIVERSITY,1837,,38014,2002,2,2,1,1,Reinforced Concrete,603000,649000,Sell
2.30292E+12,100 2ND St NE #A530,UNIVERSITY,1837,,38014,2002,2,2,1,1,Reinforced Concrete,620500,690000,Sell
1.40282E+12,5024 Park Ave,NOKOMIS,1837,1388,6902,1942,3,3,1.2,2,Wood Frame,431500,435000,Not Sell
1.00282E+12,4223 Lyndale Ave S,SOUTHWEST,1838,1022,6480,1916,2,4,2,1,Brick & Mill,457000,460000,Not Sell
2.70292E+12,317 Groveland Ave #203,CENTRAL,1839,,60778,2006,2,3,1,0,Reinforced Concrete,494000,550000,Sell
1.00282E+12,4254 Garfield Ave,SOUTHWEST,1840,990,6000,1915,2,3,2,1,Brick & Mill,483500,437500,Not Sell
2.70292E+12,1919 2ND Ave S,CENTRAL,1840,1132,4096,1911,2,4,1.7,0,Wood Frame,358500,278000,Not Sell
3.50292E+12,2501 10TH Ave S,PHILLIPS,1840,920,4572,1900,2,4,2.5,0,Wood Frame,162000,181568,Sell
1.60292E+12,1407 16TH Ave N,NEAR NORTH,1840,920,7200,2018,4,3,2,0,Wood Frame,185000,333900,Sell
1.50282E+12,4744 1ST Ave S,SOUTHWEST,1842,1174,6150,1952,3,4,1.5,2,Wood Frame,385000,500000,Sell
1.00282E+12,4001 Harriet Ave,SOUTHWEST,1846,1274,5460,1918,1,5,1.5,1,Wood Frame,336000,248000,Not Sell
1.00282E+12,4254 Harriet Ave,SOUTHWEST,1848,924,5200,1922,2,5,2,1,Wood Frame,442000,550000,Sell
1.50292E+12,2218 6TH St N,NEAR NORTH,1848,924,6280,2003,3,3,2,0,Wood Frame,177500,110000,Not Sell
1.60292E+12,1324 Oliver Ave N,NEAR NORTH,1848,924,5040,2004,3,4,2,1,Wood Frame,171500,254000,Sell
1.70282E+12,5040 Upton Ave S,SOUTHWEST,1848,1206,5120,1925,3,5,1.5,1,Wood Frame,592000,705000,Sell
2.20292E+12,111 4TH Ave N #308,CENTRAL,1850,,34600,2002,2,2,1,0,Reinforced Concrete,541000,652020,Sell
2.30292E+12,227 Bank St,UNIVERSITY,1850,,58359,1995,2,2,2,1,Wood Frame,564500,522500,Not Sell
3.20292E+12,2708 Chowen Ave S,CALHOUN-ISLE,1852,1012,9412,1927,2,3,2.5,2,Wood Frame,722500,158826,Not Sell
2.40292E+12,1093 12TH Ave SE,UNIVERSITY,1852,353,4960,1901,2,4,2.5,0,Wood Frame,243000,305000,Sell
8.02824E+11,2632 44TH St W #1,SOUTHWEST,1855,,6829,2001,2,2,1,1,Wood Frame,518000,290000,Not Sell
4.02924E+11,4123 Colfax Ave N,CAMDEN,1856,912,6400,2018,2,3,2,0,Wood Frame,105000,249900,Sell
1.50292E+12,2323 River Pointe Ln,NEAR NORTH,1858,478,85006,2004,4,2,2,1,Wood Frame,391500,370000,Not Sell
1.30282E+12,4809 Woodlawn Blvd,NOKOMIS,1859,628,5320,1926,1,3,2,0,Wood Frame,503000,417400,Not Sell
1.70292E+12,2100 Xerxes Ave N,NEAR NORTH,1860,1020,5900,1925,2,3,2,1,Wood Frame,263000,339500,Sell
1.60282E+12,1210 53RD St W,SOUTHWEST,1860,505,5850,1923,2,4,2,1,Wood Frame,576000,450000,Not Sell
3.60292E+12,2824 30TH Ave S,LONGFELLOW,1862,931,7536,1908,2,4,2,0,Wood Frame,228500,90000,Not Sell
8.02824E+11,4452 Abbott Ave S,SOUTHWEST,1866,968,5628,1909,3,4,1.7,0,Wood Frame,640500,800000,Sell
3.60292E+12,2410 30TH Ave S,LONGFELLOW,1868,675,3768,1900,2,4,2,0,Wood Frame,314000,365000,Sell
3.02824E+11,3037 2ND Ave S,POWDERHORN,1869,1011,5854,1911,1,3,2,1,Wood Frame,227000,270000,Sell
2.30292E+12,750 2ND St S #203,CENTRAL,1870,,19952,2003,2,1,2,0,Reinforced Concrete,850000,875000,Not Sell
1.40282E+12,4825 Portland Ave,NOKOMIS,1870,1126,4403,1931,2,3,1.7,1,Wood Frame,282000,279845,Not Sell
1.60282E+12,4632 Emerson Ave S,SOUTHWEST,1870,1030,10720,1908,2,4,2.5,1,Wood Frame,619500,645888,Sell
1.00282E+12,4347 Lyndale Ave S,SOUTHWEST,1870,892,4840,1912,3,3,2.5,1,Wood Frame,411000,455000,Sell
2.20292E+12,730 4TH St N #202,CENTRAL,1871,,90827,2007,2,3,1,1,Reinforced Concrete,584000,585000,Not Sell
3.02824E+11,3209 Grand Ave,POWDERHORN,1871,1053,5217,1902,4,3,2,3,Wood Frame,474000,460000,Not Sell
3.10292E+12,2620 37TH Ave S,LONGFELLOW,1872,702,5160,1900,2,2,2,0,Wood Frame,387000,290000,Not Sell
1.40282E+12,5235 14TH Ave S,NOKOMIS,1872,1092,5119,1933,2,3,1.2,1,Wood Frame,417000,397000,Not Sell
2.20282E+12,5501 Clinton Ave,NOKOMIS,1873,1004,10886,1920,2,3,1.5,0,Wood Frame,553500,555000,Not Sell
8.02924E+11,3406 Queen Ave N,CAMDEN,1874,1201,5246,1950,4,4,1.5,2,Wood Frame,188500,218250,Sell
5.02824E+11,3042 Lake Shore Dr #3042,CALHOUN-ISLE,1875,724,9328,1984,3,2,3,1,Wood Frame,300500,386500,Sell
1.70292E+12,1415 Russell Ave N,NEAR NORTH,1876,1304,5676,1917,2,4,1.5,1,Wood Frame,86500,259900,Sell
1.00292E+12,3434 6TH St N,CAMDEN,1876,938,6280,2004,2,5,2,0,Wood Frame,121000,188679,Sell
8.02824E+11,3807 Xerxes Ave S,SOUTHWEST,1876,1288,8625,1958,4,4,1,2,Wood Frame,787500,1335000,Sell
3.10292E+12,204 Bedford St,UNIVERSITY,1877,988,8250,1914,2,4,1.7,0,Wood Frame,402500,360328,Not Sell
8.02824E+11,4130 Zenith Ave S,SOUTHWEST,1878,1212,7540,1931,3,5,1.5,1,Wood Frame,692500,655000,Not Sell
1.00282E+12,3847 Nicollet Ave,SOUTHWEST,1879,897,5072,2005,4,4,2,0,Wood Frame,404000,510000,Sell
8.02824E+11,4201 Abbott Ave S,SOUTHWEST,1880,940,8515,1928,4,3,2,1,Wood Frame,737500,740880,Not Sell
3.10292E+12,2825 37TH Ave S,LONGFELLOW,1881,1411,5120,1923,3,4,1.2,1,Wood Frame,391000,474250,Sell
1.90292E+12,1060 26TH Ave SE,UNIVERSITY,1883,1104,8763,1955,2,5,2,2,Wood Frame,403000,355000,Not Sell
2.30292E+12,750 2ND St S #202,CENTRAL,1884,,19952,2003,2,2,1,0,Reinforced Concrete,721500,820000,Sell
8.02824E+11,4204 Drew Ave S,SOUTHWEST,1885,734,12240,1910,2,3,2.5,1,Wood Frame,636500,803214,Sell
1.10282E+12,3833 18TH Ave S,POWDERHORN,1885,1000,5032,1920,2,5,2,0,Wood Frame,355000,417000,Sell
1.00282E+12,3848 Pillsbury Ave,SOUTHWEST,1886,808,6680,1910,2,3,2.5,0,Wood Frame,439500,485000,Sell
2.00292E+12,1011 Vincent Ave N,NEAR NORTH,1888,1888,6912,1948,2,3,1,2,Wood Frame,281500,272500,Not Sell
2.30292E+12,134 Bank St,UNIVERSITY,1888,944,161127,1994,3,4,2,1,Wood Frame,753000,714000,Not Sell
1.30282E+12,5305 Woodlawn Blvd,NOKOMIS,1889,744,6500,1939,3,3,1.7,1,Wood Frame,518500,481000,Not Sell
2.80292E+12,444 Newton Ave S,CALHOUN-ISLE,1889,1224,7000,1918,3,4,1.2,1,Wood Frame,535000,585000,Sell
2.20292E+12,408 1ST St N #608,CENTRAL,1890,,22709,2001,2,1,1,1,Concrete,510500,549250,Sell
2.02824E+11,3012 18TH Ave S,POWDERHORN,1890,947,8524,1900,2,4,2.5,0,Wood Frame,213500,66000,Not Sell
6.02823E+11,3553 Minnehaha Ave,LONGFELLOW,1893,1029,5200,1911,2,4,2.2,0,Wood Frame,232000,277420,Sell
1.40282E+12,5312 Nokomis Pkwy W,NOKOMIS,1893,1128,6400,1952,3,5,1.5,2,Wood Frame,620500,650000,Sell
2.60292E+12,1514 19TH St E,PHILLIPS,1896,960,5720,1900,1,4,2,1,Wood Frame,237500,236500,Not Sell
6.02823E+11,3136 44TH Ave S,LONGFELLOW,1898,986,6750,1907,3,4,1.7,1,Wood Frame,451500,533500,Sell
1.10282E+12,4324 Oakland Ave,NOKOMIS,1899,1213,4640,1933,2,4,1.5,1,Wood Frame,335000,357500,Sell
2.40292E+12,813 12TH Ave SE,UNIVERSITY,1900,948,6004,1900,2,5,2,0,Wood Frame,355000,430000,Sell
3.20292E+12,2950 Dean Pkwy #2104,CALHOUN-ISLE,1900,,39491,1977,3,2,1,1,Concrete,680500,825250,Sell
