APN,FORMATTED_ADDRESS,COMMUNITY,ABOVEGROUNDAREA,BELOWGROUNDAREA,PARCEL_AREA_SQFT,YEARBUILT,BATHROOMS,BEDROOMS,NUM_STORIES,FIREPLACES,CONSTRUCTIONTYPE,Assessed Value,Sale Price,Recommend Sale
3.30292E+12,1425 28TH St W #101,CALHOUN-ISLE,860,,110648,1986,1,1,1,0,Wood Frame,157000,160600,Not Sell
7.02823E+11,3830 35TH Ave S,LONGFELLOW,860,576,6056,1914,1,2,1.5,0,Wood Frame,201500,155000,Not Sell
8.02924E+11,3226 Vincent Ave N,CAMDEN,860,860,5111,1940,1,2,1.2,0,Wood Frame,128000,183397,Sell
9.02924E+11,3311 Colfax Ave N,CAMDEN,860,860,5814,1951,1,2,1.2,0,Wood Frame,99500,124904,Sell
1.00282E+12,4400 Clinton Ave,NOKOMIS,860,430,4352,1923,1,2,1,0,Wood Frame,174500,216600,Sell
1.70292E+12,1623 Thomas Ave N,NEAR NORTH,860,860,5160,1920,1,2,1,0,Wood Frame,100000,158000,Sell
3.10292E+12,3205 25TH St E,LONGFELLOW,860,860,5360,1951,2,1,1,0,Wood Frame,240000,146446,Not Sell
2.30292E+12,20 2ND St NE #P2504,UNIVERSITY,861,,71491,1983,1,1,1,0,Concrete,224000,189150,Not Sell
1.60292E+12,1707 26TH Ave N,NEAR NORTH,861,560,5250,1900,1,3,1.5,1,Wood Frame,71500,105000,Sell
1.90292E+12,866 24TH Ave SE,UNIVERSITY,861,861,7158,1928,2,4,1,1,Wood Frame,221500,162000,Not Sell
2.20292E+12,720 4TH St N #305,CENTRAL,862,,90827,2005,1,1,1,0,Reinforced Concrete,249000,275000,Sell
1.20292E+12,1819 Taylor St,NORTHEAST,862,380,6450,1906,1,2,1.2,0,Wood Frame,207000,193030,Not Sell
1.20292E+12,2331 Cleveland St,NORTHEAST,862,616,5160,1925,2,2,1.2,0,Wood Frame,221500,245000,Sell
1.20282E+12,3932 24TH Ave S,POWDERHORN,862,616,4880,1916,2,3,1.2,0,Wood Frame,220500,254500,Sell
4.02924E+11,3934 Humboldt Ave N,CAMDEN,864,,5013,1999,1,2,1,0,Wood Frame,113500,145000,Sell
6.02823E+11,3515 39TH Ave S,LONGFELLOW,864,864,4992,1923,1,2,1,0,Wood Frame,244000,251500,Sell
7.02823E+11,4505 42ND Ave S,LONGFELLOW,864,864,5040,1923,1,2,1.2,0,Wood Frame,245500,271500,Sell
8.02924E+11,3330 Washburn Ave N,CAMDEN,864,936,5109,1926,1,2,1,0,Wood Frame,154000,200000,Sell
8.02924E+11,2907 Penn Ave N,NEAR NORTH,864,504,4927,1916,1,2,1.5,0,Wood Frame,87000,62500,Not Sell
9.02924E+11,3355 Irving Ave N,CAMDEN,864,864,5420,1923,1,2,1,0,Wood Frame,127500,144869,Sell
1.10282E+12,3856 Bloomington Ave,POWDERHORN,864,524,4207,1910,1,2,1.5,0,Wood Frame,216000,170000,Not Sell
1.10292E+12,682 Lowry Ave NE,NORTHEAST,864,864,3280,1904,1,2,1,0,Wood Frame,131500,150000,Sell
1.20282E+12,3815 26TH Ave S,POWDERHORN,864,576,5080,1918,1,2,1.5,0,Wood Frame,216000,235000,Sell
1.50282E+12,4711 Nicollet Ave #302,SOUTHWEST,864,,6765,1931,1,2,1,0,Wood Frame,152500,182000,Sell
1.50292E+12,1307 Grand St,NORTHEAST,864,864,5112,1977,1,2,1,0,Wood Frame,213000,350000,Sell
1.70292E+12,2409 Sheridan Ave N,NEAR NORTH,864,864,5888,1933,1,2,1,1,Wood Frame,100500,154900,Sell
1.90292E+12,1800 Como Ave,UNIVERSITY,864,864,5875,1955,1,2,1,0,Wood Frame,167500,360000,Sell
2.00282E+12,5445 Xerxes Ave S,SOUTHWEST,864,864,5120,1925,1,2,1.2,0,Wood Frame,276000,289900,Sell
2.00282E+12,6016 Upton Ave S,SOUTHWEST,864,864,5265,1947,1,2,1,0,Wood Frame,219000,200000,Not Sell
3.50292E+12,2537 12TH Ave S,PHILLIPS,864,592,2677,1900,1,2,1.5,0,Wood Frame,147500,82000,Not Sell
3.60292E+12,2405 25TH Ave S,LONGFELLOW,864,864,7296,1975,1,2,1,0,Wood Frame,238000,5000,Not Sell
8.02924E+11,2622 Upton Ave N,NEAR NORTH,864,,5136,1910,1,3,1.5,0,Wood Frame,85500,99000,Sell
1.00282E+12,3820 Grand Ave,SOUTHWEST,864,336,5240,1900,1,3,1.5,0,Wood Frame,252500,212599,Not Sell
1.21182E+12,4933 Aldrich Ave N,CAMDEN,864,720,6482,1951,1,3,1.2,0,Wood Frame,137500,212490,Sell
6.02823E+11,3512 36TH Ave S,LONGFELLOW,864,864,5080,1921,2,2,1.2,0,Wood Frame,240500,289900,Sell
1.70282E+12,2725 51ST St W,SOUTHWEST,864,864,5070,1919,2,2,1,0,Wood Frame,388500,413000,Sell
1.70292E+12,2811 Golden Valley Rd,NEAR NORTH,864,576,4880,1924,2,2,1.5,1,Wood Frame,92000,260000,Sell
2.40292E+12,1063 13TH Ave SE,UNIVERSITY,864,528,5371,1900,2,4,1.5,0,Wood Frame,185000,240000,Sell
2.60292E+12,433 7TH St S #1525,CENTRAL,865,,50950,1985,2,2,1,0,Reinforced Concrete,160000,177900,Sell
2.60292E+12,433 7TH St S #2225,CENTRAL,865,,50950,1985,2,2,1,0,Concrete,170500,189900,Sell
1.00282E+12,3856 Grand Ave S #3,SOUTHWEST,866,,6943,1914,1,2,1,0,Wood Frame,229000,242500,Sell
1.00292E+12,3538 4TH St N,CAMDEN,866,866,6280,1914,1,3,1,0,Wood Frame,120500,84500,Not Sell
1.02924E+11,3207 Taylor St,NORTHEAST,866,866,5000,1922,2,3,1,1,Wood Frame,269500,280000,Sell
3.02824E+11,3657 Grand Ave #4,SOUTHWEST,867,,4284,1924,1,2,1,0,Wood Frame,176500,159000,Not Sell
3.02824E+11,3745 Harriet Ave #102,SOUTHWEST,868,,6560,1917,1,2,1,0,Wood Frame,148000,204900,Sell
9.02924E+11,3515 Oliver Ave N,CAMDEN,868,868,5067,1914,1,2,1.2,0,Wood Frame,61000,35000,Not Sell
1.02924E+11,3307 Benjamin St,NORTHEAST,868,868,6600,1940,2,3,1,0,Wood Frame,244000,257000,Sell
9.02924E+11,2958 Logan Ave N,NEAR NORTH,868,868,4785,1926,2,3,1.2,0,Wood Frame,126000,200000,Sell
2.20292E+12,720 4TH St N #509,CENTRAL,869,,90827,2005,1,1,1,0,Reinforced Concrete,255500,270000,Sell
2.30292E+12,110 1ST Ave NE #F507,UNIVERSITY,869,,71491,1983,1,1,1,0,Concrete,220000,220000,Not Sell
3.30292E+12,2885 Knox Ave S #508,CALHOUN-ISLE,869,,20000,1979,1,1,1,0,Concrete,232500,282500,Sell
7.02823E+11,4453 33RD Ave S,NOKOMIS,869,675,5560,1938,1,2,1.2,0,Wood Frame,240500,237500,Not Sell
8.02924E+11,3531 Upton Ave N,CAMDEN,870,610,5102,1900,1,3,1.5,0,Wood Frame,129000,150000,Sell
2.20282E+12,5605 1ST Ave S,SOUTHWEST,870,720,5120,1929,1,3,1.2,0,Wood Frame,224500,266000,Sell
3.50292E+12,2620 Oakland Ave,PHILLIPS,870,470,31392,1985,2,2,2,0,Wood Frame,81000,198500,Sell
3.02824E+11,3505 4TH Ave S,POWDERHORN,871,564,5418,1900,1,3,1.5,0,Wood Frame,190000,200000,Sell
1.00282E+12,4423 Blaisdell Ave,SOUTHWEST,871,871,5079,1924,2,3,1.2,1,Wood Frame,307000,435000,Sell
4.02824E+11,3131 Girard Ave S #1,CALHOUN-ISLE,872,,5895,1914,1,1,1,0,Wood Frame,181500,192500,Sell
4.02824E+11,3131 Girard Ave S #3,CALHOUN-ISLE,872,,5895,1914,1,1,1,0,Wood Frame,207000,204750,Not Sell
2.30292E+12,110 1ST Ave NE #F407,UNIVERSITY,872,,71491,1983,1,1,1,0,Concrete,208500,220000,Sell
4.02924E+11,3811 Aldrich Ave N,CAMDEN,872,572,5052,1914,1,2,1.5,0,Wood Frame,131000,180000,Sell
2.80292E+12,2145 Mount View Ave,CALHOUN-ISLE,872,872,4400,1919,1,2,1,1,Wood Frame,233000,366558,Sell
4.02924E+11,4327 Knox Ave N,CAMDEN,872,672,5063,1941,1,3,1.2,0,Wood Frame,145000,155750,Sell
1.21182E+12,4834 Bryant Ave N,CAMDEN,872,572,5210,1918,1,4,1.7,0,Wood Frame,138000,140000,Not Sell
2.00282E+12,5640 Upton Ave S,SOUTHWEST,872,872,5080,1951,2,2,1,2,Wood Frame,318500,285000,Not Sell
7.02823E+11,4449 41ST Ave S,LONGFELLOW,872,872,6650,1948,2,3,1,0,Wood Frame,251500,262870,Sell
1.02824E+11,3525 26TH Ave S,POWDERHORN,873,672,5080,1913,1,3,1.2,0,Wood Frame,244000,257000,Sell
1.10282E+12,3824 18TH Ave S,POWDERHORN,874,624,5668,1918,1,1,1.2,0,Wood Frame,199000,215000,Sell
2.30292E+12,100 3RD Ave S #908,CENTRAL,874,,41010,2006,1,1,1,0,NA,458000,400000,Not Sell
2.30292E+12,100 3RD Ave S #2008,CENTRAL,874,,41010,2006,1,1,1,0,NA,506000,550000,Sell
2.30292E+12,100 3RD Ave S #2408,CENTRAL,874,,41010,2006,1,1,1,1,NA,580000,500000,Not Sell
2.30292E+12,100 3RD Ave S #2608,CENTRAL,874,,41010,2006,1,1,1,1,NA,533500,517500,Not Sell
3.02824E+11,3406 Harriet Ave #1,POWDERHORN,874,,5805,1928,1,2,1,0,Brick & Mill,215000,219707,Not Sell
1.21182E+12,5226 Emerson Ave N,CAMDEN,874,624,5120,1920,1,2,1.2,0,Wood Frame,151000,194727,Sell
1.80282E+12,4617 33RD Ave S,NOKOMIS,874,874,5560,1922,1,2,1.2,0,Wood Frame,244000,286208,Sell
1.80282E+12,5134 40TH Ave S,NOKOMIS,874,672,7680,1922,1,2,1.2,0,Wood Frame,218500,217000,Not Sell
2.20292E+12,400 1ST St N #514,CENTRAL,874,,18900,1900,1,2,0,0,Brick & Mill,244500,315000,Sell
3.40292E+12,2532 1ST Ave S #S308,POWDERHORN,874,,36028,1964,1,2,1,0,Concrete,141000,1980000,Sell
1.80282E+12,4940 40TH Ave S,NOKOMIS,875,875,6899,1939,1,2,1.2,1,Wood Frame,265000,260000,Not Sell
7.02823E+11,4441 33RD Ave S,NOKOMIS,876,876,5560,1927,1,2,1.2,0,Wood Frame,246000,296000,Sell
9.02924E+11,3427 Aldrich Ave N,CAMDEN,876,876,5819,1914,1,2,1.2,0,Wood Frame,111000,143000,Sell
1.00282E+12,4338 5TH Ave S,NOKOMIS,876,876,5240,1928,1,2,1,1,Wood Frame,201000,196800,Not Sell
1.60292E+12,2514 Aldrich Ave N,NEAR NORTH,876,876,7850,1938,1,2,1,0,Wood Frame,128000,168000,Sell
2.30282E+12,5940 12TH Ave S,NOKOMIS,876,876,5905,1946,2,2,1,1,Wood Frame,269500,280000,Sell
2.00282E+12,2521 54TH St W,SOUTHWEST,877,877,6250,1949,1,2,1,1,Wood Frame,345000,333000,Not Sell
4.02924E+11,4247 James Ave N,CAMDEN,877,877,8000,1949,1,3,1,0,Wood Frame,138000,195000,Sell
3.50292E+12,2750 Cedar Ave S #304,PHILLIPS,878,,9800,2005,1,2,1,0,Wood Frame,170000,172000,Not Sell
9.02924E+11,1011 Lowry Ave N,NEAR NORTH,878,578,4800,1910,1,3,1.5,0,Wood Frame,77500,90000,Sell
3.10292E+12,2829 40TH Ave S,LONGFELLOW,878,878,5160,1961,2,3,1,0,Wood Frame,274000,301500,Sell
4.02824E+11,721 37TH St W #1,SOUTHWEST,879,,7552,1922,1,2,1,0,Concrete,237000,233500,Not Sell
4.02824E+11,721 37TH St W #2,SOUTHWEST,879,,7552,1922,1,2,1,0,Concrete,237000,245000,Sell
1.70292E+12,2326 Thomas Ave N,NEAR NORTH,879,879,5120,1946,1,2,1,0,Wood Frame,92000,115700,Sell
2.30282E+12,1323 54TH St E,NOKOMIS,879,879,7339,1930,2,2,1,1,Wood Frame,302500,347500,Sell
3.02824E+11,3325 4TH Ave S,POWDERHORN,879,879,5862,1982,2,4,1,0,Wood Frame,196000,263840,Sell
2.70292E+12,1200 Nicollet Mall #514,CENTRAL,880,,49467,1977,1,1,1,0,Concrete,178000,150400,Not Sell
2.70292E+12,500 Grant St E #306,CENTRAL,880,,49613,2004,1,1,1,1,Steel Frame,264500,256000,Not Sell
2.70292E+12,500 Grant St E #806,CENTRAL,880,,49613,2004,1,1,1,0,Steel Frame,269000,251000,Not Sell
2.70292E+12,500 Grant St E #906,CENTRAL,880,,49613,2004,1,1,1,1,Steel Frame,292000,269900,Not Sell
2.70292E+12,500 Grant St E #1206,CENTRAL,880,,49613,2004,1,1,1,0,Steel Frame,279500,270000,Not Sell
2.70292E+12,500 Grant St E #2606,CENTRAL,880,,49613,2004,1,1,1,1,Steel Frame,324000,318000,Not Sell
3.40292E+12,2930 Blaisdell Ave #128,POWDERHORN,880,,165830,1980,1,1,0,0,Wood Frame,64000,74000,Sell
3.02824E+11,3215 Pillsbury Ave #002,POWDERHORN,880,,14940,1965,1,2,1,0,Wood Frame,141000,141500,Not Sell
4.02924E+11,4126 Irving Ave N,CAMDEN,880,676,5054,1911,1,2,1,0,Wood Frame,131000,164803,Sell
7.02823E+11,4133 44TH Ave S,LONGFELLOW,880,660,5120,1922,1,2,1,0,Wood Frame,213000,231000,Sell
1.90282E+12,5617 44TH Ave S,NOKOMIS,880,780,5120,1946,1,2,1.2,0,Wood Frame,225500,237650,Sell
1.10282E+12,3844 11TH Ave S,POWDERHORN,880,880,5347,1913,2,2,1,0,Wood Frame,240000,237650,Not Sell
2.20282E+12,5551 Grand Ave,SOUTHWEST,880,880,5760,1938,2,2,1.2,1,Wood Frame,304000,260000,Not Sell
3.10292E+12,2517 34TH Ave S,LONGFELLOW,880,600,6280,1911,2,2,1.2,0,Wood Frame,286500,110000,Not Sell
1.10282E+12,4338 10TH Ave S,NOKOMIS,880,880,5364,1947,2,3,1.2,1,Wood Frame,256000,256900,Not Sell
1.90282E+12,5701 41ST Ave S,NOKOMIS,880,558,5376,1927,2,3,1.7,0,Wood Frame,183000,277500,Sell
2.20292E+12,720 4TH St N #212,CENTRAL,881,,90827,2005,1,1,1,0,Reinforced Concrete,269500,257900,Not Sell
4.02824E+11,1212 33RD St W,CALHOUN-ISLE,881,581,1923,1906,1,2,1.5,1,Wood Frame,242000,225000,Not Sell
2.20292E+12,901 3RD St N #410,CENTRAL,882,,59674,1917,1,1,1,0,Reinforced Concrete,256000,274025,Sell
1.02824E+11,3428 22ND Ave S,POWDERHORN,882,381,6880,1910,1,2,1.2,0,Wood Frame,172500,185000,Sell
2.40282E+12,5516 Shoreview Ave,NOKOMIS,882,882,6250,1946,1,2,1.2,1,Wood Frame,317500,271000,Not Sell
1.80292E+12,1901 Hennepin Ave E #209,UNIVERSITY,883,,49000,1923,1,1,1,0,Concrete,223500,242000,Sell
1.20282E+12,2803 38TH St E #204,POWDERHORN,883,,9988,2003,1,2,1,0,Wood Frame,146000,175000,Sell
2.40292E+12,1111 15TH Ave SE,UNIVERSITY,883,563,5240,1917,1,2,1.7,0,Wood Frame,186000,113182,Not Sell
3.30292E+12,2840 Bryant Ave S #E209,CALHOUN-ISLE,884,,36315,2004,1,1,0,0,Wood Frame,297000,295000,Not Sell
6.02823E+11,3132 37TH Ave S,LONGFELLOW,884,520,5120,1921,1,2,1.7,0,Wood Frame,251500,121000,Not Sell
9.02924E+11,3438 Emerson Ave N,CAMDEN,884,490,5040,1910,1,2,1.5,0,Wood Frame,93000,152000,Sell
9.02924E+11,800 30TH Ave N,NEAR NORTH,884,884,4800,1912,1,2,1.2,0,Wood Frame,96500,80000,Not Sell
1.02824E+11,2116 37TH St E,POWDERHORN,884,884,4960,1925,1,3,1.2,0,Wood Frame,216000,284000,Sell
1.40292E+12,44 7TH Ave NE,NORTHEAST,884,884,11625,1982,2,3,1,0,Wood Frame,343000,440000,Sell
1.20292E+12,2807 Ulysses St,NORTHEAST,884,884,5334,1978,2,4,1,0,Wood Frame,263000,311000,Sell
3.40292E+12,2930 Blaisdell Ave #320,POWDERHORN,885,,165830,1980,1,1,0,0,Wood Frame,65500,45000,Not Sell
1.40292E+12,1701 Madison St #107,NORTHEAST,886,,56327,1921,1,1,1,0,Concrete,224500,240000,Sell
2.02924E+11,721 36TH Ave NE,NORTHEAST,886,886,10225,1950,1,2,1,2,Wood Frame,240000,224000,Not Sell
9.02924E+11,3539 Emerson Ave N,CAMDEN,886,648,5030,1913,1,2,1.5,0,Wood Frame,78000,108000,Sell
1.80282E+12,3306 50TH St E,NOKOMIS,886,886,8250,1917,1,2,1,1,Wood Frame,246000,135000,Not Sell
7.02823E+11,4525 44TH Ave S,LONGFELLOW,886,886,5120,1927,2,3,1.2,0,Wood Frame,263500,329000,Sell
1.80292E+12,1901 Hennepin Ave E #403,UNIVERSITY,887,,49000,1923,1,1,1,0,Concrete,233000,247000,Sell
1.02824E+11,3552 25TH Ave S,POWDERHORN,887,572,4880,1910,1,2,1.5,0,Wood Frame,214500,145000,Not Sell
8.02924E+11,2914 Sheridan Ave N,NEAR NORTH,887,487,5126,1915,1,2,1.7,0,Wood Frame,96000,76140,Not Sell
2.70292E+12,1720 3RD Ave S #205,CENTRAL,887,,13440,1982,1,2,1,1,Wood Frame,169600,180000,Sell
3.30292E+12,2300 Girard Ave S #303,CALHOUN-ISLE,888,,9030,1916,1,1,1,0,Wood Frame,212500,245000,Sell
2.02824E+11,3216 15TH Ave S #4,POWDERHORN,888,,7610,1910,1,2,1,0,Wood Frame,121000,164000,Sell
6.02823E+11,3201 40TH Ave S,LONGFELLOW,888,888,4736,1921,1,2,1.2,0,Wood Frame,255500,243250,Not Sell
9.02824E+11,4144 Bryant Ave S #3,SOUTHWEST,888,,5649,1927,1,2,1,0,Wood Frame,197500,199900,Not Sell
1.80282E+12,4625 35TH Ave S,NOKOMIS,888,888,5120,1928,1,2,1,1,Wood Frame,232000,249290,Sell
2.10292E+12,111 Cedar Lake Rd N,NEAR NORTH,888,888,2950,1921,1,2,1.2,0,Wood Frame,144500,225000,Sell
1.80282E+12,5336 37TH Ave S,NOKOMIS,888,698,5120,1928,1,3,1.2,1,Wood Frame,244500,277200,Sell
7.02823E+11,3924 Snelling Ave,LONGFELLOW,888,888,6000,1913,2,2,1,0,Wood Frame,224500,212000,Not Sell
7.02823E+11,4416 45TH Ave S,LONGFELLOW,888,688,5120,1911,2,2,1.5,0,Wood Frame,243000,242970,Not Sell
1.30292E+12,442 Fillmore St,NORTHEAST,888,876,5109,1983,2,4,1,0,Wood Frame,238000,281100,Sell
1.10282E+12,4500 Chicago Ave #305,NOKOMIS,889,,24626,2006,1,1,1,0,Wood Frame,190000,190000,Not Sell
1.30292E+12,730 Stinson Blvd #114,UNIVERSITY,889,,184456,1928,1,1,1,0,Reinforced Concrete,199000,227000,Sell
8.02924E+11,3214 Washburn Ave N,CAMDEN,889,624,5111,1926,1,2,1.2,0,Wood Frame,164500,175000,Sell
1.30292E+12,730 Stinson Blvd #113,UNIVERSITY,890,,184456,1928,1,1,1,0,Reinforced Concrete,199000,200000,Not Sell
7.02823E+11,4039 41ST Ave S,LONGFELLOW,890,890,5080,1925,1,2,1,0,Wood Frame,222500,283000,Sell
1.80282E+12,5329 37TH Ave S,NOKOMIS,890,707,5120,1930,1,3,1.2,0,Wood Frame,241500,310000,Sell
1.30282E+12,5030 30TH Ave S,NOKOMIS,890,890,5120,1924,2,2,1.2,1,Wood Frame,276000,217000,Not Sell
1.60292E+12,1547 22ND Ave N,NEAR NORTH,891,607,5500,1900,1,2,1.2,0,Wood Frame,66500,135000,Sell
3.40292E+12,2610 Garfield Ave #202,POWDERHORN,891,,21244,1973,1,2,1,0,Wood Frame,143000,152500,Sell
4.02924E+11,3723 Logan Ave N,CAMDEN,891,704,5043,1912,2,3,1.2,0,Wood Frame,138500,187624,Sell
1.80282E+12,5328 44TH Ave S,NOKOMIS,892,892,5120,1916,1,2,1,0,Wood Frame,224000,215500,Not Sell
3.00292E+12,26 Arthur Ave #103,UNIVERSITY,892,,17043,1973,1,2,1,0,Wood Frame,158000,164900,Sell
3.10292E+12,2945 40TH Ave S,LONGFELLOW,892,892,4000,1968,1,2,1,0,Wood Frame,219500,192075,Not Sell
5.02823E+11,3745 46TH Ave S,LONGFELLOW,892,722,4960,1926,2,3,1.2,0,Wood Frame,282500,307500,Sell
1.40282E+12,4633 13TH Ave S,NOKOMIS,893,864,5443,1930,1,2,1.2,1,Wood Frame,160000,290000,Sell
3.50292E+12,2620 Oakland Ave #2620H,PHILLIPS,893,470,31392,1985,2,3,2,0,Wood Frame,81000,187052,Sell
2.30292E+12,127 5TH St NE #G04,UNIVERSITY,894,,21527,1913,1,1,1,0,Concrete,217000,219000,Not Sell
1.60292E+12,1328 Irving Ave N,NEAR NORTH,894,670,5600,1919,1,2,1.2,0,Wood Frame,107000,146563,Sell
3.10292E+12,2833 39TH Ave S,LONGFELLOW,894,608,5160,1915,1,2,1.5,0,Wood Frame,229500,259000,Sell
1.70282E+12,4750 53RD St E #410,NOKOMIS,895,,27290,2005,1,1,1,0,Wood Frame,209000,170000,Not Sell
3.30292E+12,1110 25TH St W #101,CALHOUN-ISLE,895,,6902,1910,1,1,1,0,Wood Frame,179000,191500,Sell
1.02924E+11,3419 Buchanan St,NORTHEAST,896,672,5005,1925,1,1,1,0,Wood Frame,173000,90000,Not Sell
9.02924E+11,3514 Logan Ave N,CAMDEN,896,896,5060,1926,1,2,1,0,Wood Frame,141000,152000,Sell
9.02924E+11,3558 Oliver Ave N,CAMDEN,896,576,4911,1918,1,2,1.5,0,Wood Frame,106000,90000,Not Sell
1.10282E+12,4131 17TH Ave S,POWDERHORN,896,896,5148,1957,1,2,1,0,Wood Frame,237000,235000,Not Sell
1.20282E+12,3921 30TH Ave S,POWDERHORN,896,896,5080,1925,2,3,1,0,Wood Frame,236500,279500,Sell
2.20292E+12,718 Washington Ave N #606,CENTRAL,897,,22121,1922,1,1,1,0,Concrete,234500,240000,Not Sell
1.10282E+12,4129 Portland Ave,POWDERHORN,897,528,4756,1925,1,2,1.5,0,Wood Frame,205500,245000,Sell
1.00282E+12,4024 5TH Ave S,POWDERHORN,897,897,5544,1955,1,3,1,0,Wood Frame,220000,215000,Not Sell
2.40282E+12,5557 25TH Ave S,NOKOMIS,897,897,5120,1934,1,3,1,1,Wood Frame,233000,225040,Not Sell
1.00282E+12,4021 4TH Ave S,POWDERHORN,897,897,5544,1954,2,3,1,0,Wood Frame,235000,195000,Not Sell
1.00282E+12,4036 5TH Ave S,POWDERHORN,897,897,5544,1954,2,4,1,0,Wood Frame,300500,275000,Not Sell
1.30292E+12,730 Stinson Blvd #124,UNIVERSITY,898,,184456,2007,1,1,1,0,Reinforced Concrete,222000,227000,Not Sell
1.00282E+12,3900 Harriet Ave #5A,SOUTHWEST,898,,10508,1914,1,2,1,0,Wood Frame,164500,153000,Not Sell
2.20292E+12,730 4TH St N #506,CENTRAL,899,,90827,2007,1,1,1,0,Reinforced Concrete,281500,268125,Not Sell
7.02823E+11,3932 38TH Ave S,LONGFELLOW,899,608,5080,1914,1,2,1.5,0,Wood Frame,213500,225000,Sell
1.90282E+12,5732 42ND Ave S,NOKOMIS,899,700,5504,1950,1,3,1.2,0,Wood Frame,214000,238500,Sell
4.02824E+11,1805 Lake St W #104,CALHOUN-ISLE,900,,15892,2005,1,1,1,1,Reinforced Concrete,481500,520000,Sell
2.02824E+11,3216 15TH Ave S #2,POWDERHORN,900,,7610,1910,1,2,1,0,Wood Frame,130000,177400,Sell
4.02824E+11,3216 Fremont Ave S #2,CALHOUN-ISLE,900,,5457,1923,1,2,1,0,Wood Frame,229500,216213,Not Sell
4.02824E+11,3345 Colfax Ave S #101,CALHOUN-ISLE,900,,5154,1930,1,2,1,0,Wood Frame,262500,250000,Not Sell
6.02823E+11,3133 39TH Ave S,LONGFELLOW,900,900,5120,1916,1,2,1,0,Wood Frame,230500,137500,Not Sell
1.90282E+12,5715 38TH Ave S,NOKOMIS,900,900,5504,1923,1,2,1,0,Wood Frame,188500,117000,Not Sell
9.02924E+11,916 30TH Ave N,NEAR NORTH,900,720,4800,1949,1,3,1.2,0,Wood Frame,83500,155200,Sell
1.70292E+12,1654 Upton Ave N,NEAR NORTH,900,900,5160,1921,2,2,1.2,0,Wood Frame,108000,65000,Not Sell
2.30292E+12,401 1ST St S #511,CENTRAL,901,,70777,1989,1,1,1,0,Reinforced Concrete,300000,302500,Not Sell
1.50282E+12,4625 Nicollet Ave #4,SOUTHWEST,901,,6833,1931,1,2,1,0,Wood Frame,148500,140000,Not Sell
2.02824E+11,3520 15TH Ave S #103,POWDERHORN,903,,6396,1916,1,2,1,0,Wood Frame,136500,166400,Sell
4.02924E+11,4235 James Ave N,CAMDEN,903,702,7292,1941,1,2,1.2,0,Wood Frame,154500,90000,Not Sell
1.21182E+12,5112 Emerson Ave N,CAMDEN,903,452,5888,1950,1,2,1,0,Wood Frame,123500,72500,Not Sell
2.10292E+12,1922 2ND Ave N,NEAR NORTH,903,612,5400,1915,1,2,1.7,0,Wood Frame,153500,193030,Sell
7.02823E+11,4247 31ST Ave S,NOKOMIS,903,702,5600,1940,1,3,1.2,0,Wood Frame,236500,200000,Not Sell
1.90282E+12,3520 Boardman St,NOKOMIS,904,704,6650,1921,1,1,1.2,0,Wood Frame,213500,214370,Not Sell
4.02924E+11,3630 Fremont Ave N,CAMDEN,904,904,5041,1904,1,2,1.2,0,Wood Frame,85000,100000,Sell
1.02924E+11,3051 Mckinley St,NORTHEAST,904,704,5040,1942,1,3,1.2,0,Wood Frame,244000,245000,Not Sell
8.02924E+11,3118 Russell Ave N,NEAR NORTH,904,864,5053,2002,2,4,1,0,Wood Frame,144500,212000,Sell
9.02924E+11,2646 Oliver Ave N,NEAR NORTH,904,906,5429,2002,2,4,1,0,Wood Frame,123500,187200,Sell
1.02824E+11,3523 25TH Ave S,POWDERHORN,906,906,5080,1913,1,2,1,0,Wood Frame,185500,5000,Not Sell
3.30292E+12,2706 Humboldt Ave S #201,CALHOUN-ISLE,906,,9600,1963,1,2,1,0,Wood Frame,232000,236400,Not Sell
3.30292E+12,2706 Humboldt Ave S #301,CALHOUN-ISLE,906,,9600,1963,1,2,1,0,Wood Frame,234000,234000,Not Sell
8.02924E+11,2619 Upton Ave N,NEAR NORTH,906,748,5136,1911,2,4,1.2,0,Wood Frame,153000,184900,Sell
1.10292E+12,815 23RD Ave NE,NORTHEAST,907,907,25619,1984,2,3,1,0,Wood Frame,194500,215000,Sell
1.10282E+12,4116 14TH Ave S,POWDERHORN,907,907,6096,1955,2,4,1,2,Wood Frame,333500,401500,Sell
2.00292E+12,252 Vincent Ave N,CALHOUN-ISLE,908,903,10240,1926,1,1,1,0,Wood Frame,283500,330000,Sell
4.02824E+11,3309 Girard Ave S,CALHOUN-ISLE,908,588,5150,1900,1,2,1.7,0,Wood Frame,283500,281203,Not Sell
5.02823E+11,3309 47TH Ave S,LONGFELLOW,908,908,5000,1925,1,2,1,0,Wood Frame,306000,296000,Not Sell
1.70282E+12,4849 Washburn Ave S,SOUTHWEST,908,544,5120,1917,1,2,1.7,1,Wood Frame,304500,330000,Sell
8.02924E+11,3542 Upton Ave N,CAMDEN,908,736,5097,1928,1,3,1.2,0,Wood Frame,178500,944000,Sell
9.02924E+11,3554 Newton Ave N,CAMDEN,908,620,5132,1916,1,3,1.5,0,Wood Frame,125500,136200,Sell
1.02924E+11,3234 Hayes St,NORTHEAST,908,908,5000,1954,2,3,1,0,Wood Frame,243000,204900,Not Sell
